Catalog Number,Calendar Date,Eclipse Time,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth,Path Width (km),Central Duration
03077,-704 October 30,03:27:08,20261,-33434,51,T,0.0929,1.0359,6.6S,148.8W,85,195,121,03m26s
03078,-703 April 24,21:59:40,20253,-33428,56,A,-0.6379,0.9739,28.0S,54.9W,50,342,120,02m51s
03079,-703 October 19,15:53:39,20245,-33422,61,A,0.8117,0.9813,44.1N,42.6E,35,204,113,01m40s
03080,-702 March 15,22:07:08,20239,-33417,28,P,1.255,0.5285,71.5N,139.1W,0,106,,
03081,-702 April 14,07:02:58,20238,-33416,66,P,-1.3528,0.3465,71.5S,130.6W,0,290,,
03082,-702 September 9,04:07:20,20231,-33411,33,P,-1.4085,0.2675,71.3S,138.9E,0,62,,
03083,-701 March 5,14:24:23,20223,-33405,38,T,0.528,1.0643,21.7N,42.8E,58,163,246,05m33s
03084,-701 August 29,03:53:51,20216,-33399,43,A,-0.6975,0.9379,30.3S,165.6W,46,16,319,07m18s
03085,-700 February 23,06:12:09,20208,-33393,48,T,-0.1843,1.0352,23.2S,178.5E,79,345,121,03m16s
03086,-700 August 17,08:28:33,20200,-33387,53,A,0.0615,0.991,19.8N,138.5E,86,192,32,00m59s
03087,-699 February 11,16:57:17,20192,-33381,58,A,-0.95,0.9659,78.5S,95.9E,18,275,405,02m11s
03088,-699 August 6,20:27:21,20184,-33375,63,T,0.789,1.041,70.0N,21.4W,38,205,225,02m38s
03089,-698 January 2,01:48:43,20178,-33370,30,P,1.3105,0.4335,66.1N,112.8W,0,188,,
03090,-698 June 28,05:42:08,20170,-33364,35,P,-1.0443,0.9358,65.4S,166.3W,0,345,,
03091,-698 July 27,12:52:31,20169,-33363,73,Pb,1.4732,0.1077,68.0N,123.1W,0,347,,
03092,-698 December 22,01:59:06,20162,-33358,40,A,0.6081,0.9384,13.6N,120.0W,52,188,287,08m03s
03093,-697 June 17,20:20:39,20155,-33352,45,T,-0.3164,1.0261,5.1N,39.3W,72,350,93,02m47s
03094,-697 December 11,08:33:44,20147,-33346,50,A,-0.1121,0.9935,29.0S,133.0E,83,14,23,00m39s
03095,-696 June 6,04:32:00,20139,-33340,55,A,0.4761,0.972,49.0N,177.3W,61,158,114,02m35s
03096,-696 November 29,21:40:32,20131,-33334,60,T,-0.7793,1.0318,66.8S,99.5W,39,45,172,02m00s
03097,-695 May 26,06:18:53,20124,-33328,65,P,1.2598,0.5182,62.7N,33.4E,0,43,,
03098,-695 October 21,02:12:00,20117,-33323,32,P,1.2752,0.4913,61.0N,56.9W,0,253,,
03099,-695 November 19,13:20:05,20116,-33322,70,P,-1.4268,0.2071,62.5S,67.8W,0,132,,
03100,-694 April 15,19:19:40,20109,-33317,37,A,-0.7843,0.9844,37.9S,2.1E,38,323,87,01m23s
03101,-694 October 10,13:01:39,20101,-33311,42,A,0.6263,0.9701,29.7N,86.8E,51,214,135,02m48s
03102,-693 April 5,06:16:21,20094,-33305,47,T,0.0082,1.044,3.2N,170.6E,90,152,147,03m49s
03103,-693 September 29,16:40:11,20086,-33299,52,A,-0.0772,0.932,3.3S,10.0E,86,29,255,07m44s
03104,-692 March 24,22:15:10,20078,-33293,57,T,0.7332,1.0664,38.8N,95.3W,43,141,313,04m42s
03105,-692 September 17,16:06:16,20070,-33287,62,A,-0.7796,0.9254,38.9S,7.6W,39,38,434,07m27s
03106,-691 February 13,04:58:26,20064,-33282,29,P,-1.1803,0.6652,61.9S,44.5W,0,235,,
03107,-691 March 14,14:48:01,20063,-33281,67,P,1.4595,0.1422,61.0N,35.3W,0,101,,
03108,-691 August 8,06:26:10,20056,-33276,34,P,1.3141,0.4206,62.6N,61.4W,0,314,,
03109,-691 September 6,18:54:32,20055,-33275,72,P,-1.4507,0.1844,61.0S,92.7W,0,70,,
03110,-690 February 2,13:36:01,20048,-33270,39,A,-0.4972,0.9573,46.4S,78.7E,60,332,178,03m55s
03111,-690 July 28,20:09:10,20041,-33264,44,T,0.5338,1.0589,51.6N,23.9W,57,206,229,04m11s
03112,-689 January 22,15:04:06,20033,-33258,49,A,0.2127,0.9248,9.6S,37.9E,78,164,290,10m05s
03113,-689 July 18,13:03:42,20025,-33252,54,T,-0.1957,1.0724,11.8N,65.0E,79,12,240,06m35s
03114,-688 January 11,14:40:44,20017,-33246,59,A,0.8989,0.9273,40.0N,32.1E,26,166,621,08m04s
03115,-688 July 7,04:29:06,20010,-33240,64,T,-0.9621,1.0234,50.3S,177.1W,15,12,299,01m53s
03116,-688 December 1,06:24:23,20003,-33235,31,P,-1.2745,0.4922,68.2S,1.5E,0,165,,
03117,-688 December 30,19:40:35,20002,-33234,69,P,1.535,0.0315,65.3N,46.8W,0,165,,
03118,-687 May 28,01:08:50,19995,-33229,36,A,0.9697,0.9513,80.3N,112.4E,13,46,772,03m05s
03119,-687 November 20,20:42:24,19988,-33223,41,T,-0.5741,1.0414,53.1S,58.9W,55,15,170,03m01s
03120,-686 May 17,02:03:10,19980,-33217,46,A,0.2121,0.9503,29.4N,132.2W,78,168,187,05m59s
03121,-686 November 10,12:13:53,19972,-33211,51,T,0.0905,1.0328,10.4S,78.0E,85,193,111,03m10s
03122,-685 May 6,04:43:37,19964,-33205,56,A,-0.5575,0.9793,19.1S,161.2W,56,346,88,02m23s
03123,-685 October 31,00:18:57,19957,-33199,61,A,0.808,0.9767,40.3N,88.4W,36,200,140,02m11s
03124,-684 March 26,05:49:17,19950,-33194,28,P,1.3047,0.4341,71.6N,90.2E,0,92,,
03125,-684 April 24,14:18:14,19949,-33193,66,P,-1.2806,0.4804,71.0S,105.8E,0,303,,
03126,-684 September 19,11:32:18,19942,-33188,33,P,-1.443,0.2106,71.7S,12.6E,0,76,,
03127,-684 October 19,05:26:05,19941,-33187,71,Pb,1.5574,0.0158,71.3N,114.3W,0,246,,
03128,-683 March 15,22:21:36,19935,-33182,38,T,0.5758,1.0665,28.7N,80.7W,55,160,264,05m28s
03129,-683 September 8,11:15:17,19927,-33176,43,A,-0.7371,0.9361,36.9S,78.9E,42,20,348,07m02s
03130,-682 March 5,14:07:49,19919,-33170,48,T,-0.1429,1.0356,16.8S,57.4E,82,343,121,03m23s
03131,-682 August 28,16:06:23,19912,-33164,53,A,0.0172,0.9913,13.7N,22.0E,89,193,31,00m57s
03132,-681 February 23,00:38:26,19904,-33158,58,A,-0.916,0.9674,72.7S,51.3W,23,305,296,02m16s
03133,-681 August 18,04:17:49,19896,-33152,63,T,0.7387,1.0416,62.1N,141.6W,42,205,207,02m50s
03134,-680 January 13,09:35:22,19890,-33147,30,P,1.3265,0.4066,67.2N,118.7E,0,177,,
03135,-680 July 8,13:12:07,19882,-33141,35,P,-1.1128,0.8025,66.4S,69.6E,0,355,,
03136,-680 August 6,20:42:19,19881,-33140,73,P,1.4218,0.2079,69.0N,106.6E,0,335,,
03137,-679 January 1,10:04:53,19874,-33135,40,A,0.616,0.9423,14.4N,115.7E,52,183,271,07m32s
03138,-679 June 28,03:27:14,19866,-33129,45,T,-0.3926,1.0206,0.8N,147.5W,67,354,76,02m16s
03139,-679 December 21,17:07:55,19859,-33123,50,A,-0.109,0.9977,30.0S,5.2E,84,9,8,00m14s
03140,-678 June 17,11:07:03,19851,-33117,55,A,0.3932,0.9691,46.0N,87.9E,67,165,121,03m02s
03141,-678 December 11,06:31:58,19843,-33111,60,T,-0.7772,1.0338,70.5S,132.2E,39,38,182,02m06s
03142,-677 June 6,12:36:38,19836,-33105,65,P,1.1719,0.6687,63.5N,71.6W,0,34,,
03143,-677 November 1,10:52:30,19829,-33100,32,P,1.2834,0.4762,61.4N,163.0E,0,244,,
03144,-677 November 30,22:13:15,19828,-33099,70,P,-1.4286,0.204,63.3S,148.4E,0,142,,
03145,-676 April 26,02:13:09,19821,-33094,37,A,-0.8577,0.9878,41.2S,100.6W,31,324,81,01m04s
03146,-676 October 20,21:15:40,19814,-33088,42,A,0.6394,0.9648,26.8N,39.3W,50,211,161,03m27s
03147,-675 April 15,13:41:58,19806,-33082,47,T,-0.0583,1.0493,4.1N,58.7E,87,331,164,04m17s
03148,-675 October 10,00:24:52,19798,-33076,52,A,-0.0562,0.9282,6.7S,107.4W,87,29,270,08m13s
03149,-674 April 5,05:58:48,19791,-33070,57,T,0.674,1.0706,39.0N,148.9E,47,141,306,04m58s
03150,-674 September 28,23:41:07,19783,-33064,62,A,-0.7505,0.9243,40.4S,123.3W,41,40,419,07m22s
03151,-673 February 24,12:57:12,19776,-33059,29,P,-1.2192,0.594,61.3S,174.3W,0,244,,
03152,-673 March 25,22:33:12,19775,-33058,67,P,1.4116,0.2327,60.8N,161.6W,0,92,,
03153,-673 August 19,14:02:13,19769,-33053,34,P,1.3585,0.3398,62.0N,174.2E,0,305,,
03154,-673 September 18,02:41:26,19767,-33052,72,P,-1.4144,0.248,60.8S,140.7E,0,79,,
03155,-672 February 13,21:18:09,19761,-33047,39,A,-0.5308,0.9573,44.5S,35.1W,58,327,182,03m54s
03156,-672 August 8,03:56:31,19753,-33041,44,T,0.5867,1.0572,51.4N,136.8W,54,212,232,03m59s
03157,-671 February 1,22:36:20,19746,-33035,49,A,0.1837,0.9271,9.0S,76.0W,79,160,278,09m24s
03158,-671 July 28,20:46:07,19738,-33029,54,T,-0.1364,1.0688,13.6N,51.1W,82,17,226,06m07s
03159,-670 January 21,22:29:38,19730,-33023,59,A,0.8774,0.9323,37.8N,89.5W,28,161,521,07m27s
03160,-670 July 18,11:49:55,19723,-33017,64,T,-0.8996,1.0208,40.2S,69.6E,26,16,162,01m50s
03161,-670 December 12,15:05:49,19716,-33012,31,P,-1.2723,0.4963,67.1S,141.4W,0,177,,
03162,-669 January 11,03:59:58,19715,-33011,69,P,1.5201,0.0558,64.3N,177.2E,0,154,,
03163,-669 June 8,07:36:00,19708,-33006,36,P,1.0569,0.8693,67.7N,24.4W,0,9,,
03164,-669 December 2,05:36:05,19701,-33000,41,T,-0.5739,1.0421,56.2S,170.7E,55,9,172,03m01s
03165,-668 May 27,08:21:30,19693,-32994,46,A,0.3016,0.951,37.5N,131.7E,72,171,189,05m35s
03166,-668 November 20,21:03:00,19685,-32988,51,T,0.0904,1.0303,13.6S,55.3W,85,189,103,02m58s
03167,-667 May 16,11:25:24,19678,-32982,56,A,-0.474,0.9841,10.7S,93.9E,62,349,64,01m54s
03168,-667 November 10,08:47:36,19670,-32976,61,A,0.8077,0.9726,37.3N,140.0E,36,195,166,02m42s
03169,-666 April 6,13:24:57,19664,-32971,28,P,1.3604,0.3276,71.5N,38.8W,0,79,,
03170,-666 May 5,21:31:04,19662,-32970,66,P,-1.2052,0.6216,70.4S,16.7W,0,316,,
03171,-666 September 30,19:07:00,19656,-32965,33,P,-1.4695,0.1675,71.8S,116.5W,0,90,,
03172,-666 October 30,13:27:48,19655,-32964,71,P,1.5517,0.0273,70.8N,110.4E,0,232,,
03173,-665 March 27,06:11:13,19648,-32959,38,T,0.6299,1.0681,36.4N,157.0E,51,157,284,05m18s
03174,-665 September 19,18:46:45,19641,-32953,43,A,-0.769,0.9344,43.2S,39.3W,39,24,378,06m44s
03175,-664 March 15,21:54:36,19633,-32947,48,Tm,-0.0946,1.0359,10.0S,62.1W,85,342,121,03m28s
03176,-664 September 7,23:54:24,19625,-32941,53,A,-0.0191,0.9914,7.7N,97.3W,89,17,30,00m57s
03177,-663 March 5,08:08:37,19618,-32935,58,A,-0.8739,0.9688,64.8S,179.2E,29,319,231,02m22s
03178,-663 August 28,12:17:52,19610,-32929,63,T,0.696,1.0416,54.7N,95.4E,46,205,193,02m59s
03179,-662 January 23,17:15:52,19603,-32924,30,P,1.347,0.372,68.2N,8.9W,0,165,,
03180,-662 July 19,20:46:12,19596,-32918,35,P,-1.1775,0.6774,67.4S,56.0W,0,6,,
03181,-662 August 18,04:38:34,19595,-32917,73,P,1.3757,0.2972,69.9N,26.0W,0,323,,
03182,-661 January 12,18:07:10,19588,-32912,40,A,0.6274,0.9466,16.1N,7.9W,51,179,252,06m51s
03183,-661 July 9,10:36:00,19580,-32906,45,H3,-0.4659,1.0146,4.3S,103.1E,62,358,56,01m38s
03184,-660 January 2,01:39:34,19573,-32900,50,H,-0.1028,1.0023,29.7S,121.9W,84,4,8,00m14s
03185,-660 June 27,17:42:34,19565,-32894,55,A,0.3114,0.9656,42.0N,8.0W,72,172,131,03m35s
03186,-660 December 21,15:21:15,19557,-32888,60,T,-0.7731,1.0364,73.1S,9.2E,39,27,194,02m15s
03187,-659 June 16,18:56:53,19550,-32882,65,P,1.0852,0.8166,64.4N,177.4W,0,25,,
03188,-659 November 11,19:34:52,19543,-32877,32,P,1.2898,0.4646,61.9N,22.3E,0,234,,
03189,-659 December 11,07:03:44,19542,-32876,70,P,-1.4287,0.2038,64.2S,5.0E,0,152,,
03190,-658 May 7,09:06:41,19536,-32871,37,A,-0.9318,0.99,47.2S,158.0E,21,324,95,00m50s
03191,-658 November 1,05:33:35,19528,-32865,42,A,0.6482,0.9602,24.1N,166.7W,49,208,185,04m05s
03192,-657 April 26,21:04:23,19520,-32859,47,Tm,-0.1284,1.054,4.4N,52.3W,83,333,180,04m44s
03193,-657 October 21,08:15:36,19513,-32853,52,A,-0.0405,0.9249,10.3S,133.6E,88,28,283,08m43s
03194,-656 April 15,13:35:56,19505,-32847,57,T,0.6092,1.0741,39.3N,35.4E,52,143,299,05m12s
03195,-656 October 9,07:25:32,19497,-32841,62,A,-0.7282,0.9235,43.0S,118.7E,43,42,410,07m15s
03196,-655 March 6,20:43:54,19491,-32836,29,P,-1.2674,0.5057,61.0S,59.0E,0,253,,
03197,-655 April 5,06:08:28,19490,-32835,67,P,1.3562,0.3377,60.9N,74.6E,0,84,,
03198,-655 August 29,21:50:00,19483,-32830,34,P,1.3946,0.2742,61.5N,47.1E,0,296,,
03199,-655 September 28,10:40:10,19482,-32829,72,P,-1.3865,0.2968,60.6S,11.2E,0,88,,
03200,-654 February 24,04:48:41,19476,-32824,39,A,-0.5735,0.9572,42.7S,146.4W,55,324,188,03m53s
03201,-654 August 19,11:52:06,19468,-32818,44,T,0.6332,1.0551,50.3N,107.3E,50,217,233,03m47s
03202,-653 February 13,05:59:48,19460,-32812,49,A,0.1475,0.9298,8.1S,172.4E,82,157,266,08m43s
03203,-653 August 9,04:34:13,19453,-32806,54,T,-0.082,1.0645,14.2N,168.5W,85,21,212,05m37s
03204,-652 February 2,06:12:01,19445,-32800,59,A,0.8498,0.9378,35.9N,151.2E,32,156,429,06m42s
03205,-652 July 28,19:14:08,19438,-32794,64,T,-0.8405,1.0166,34.1S,44.4W,33,19,104,01m31s
03206,-652 December 22,23:46:43,19431,-32789,31,P,-1.2713,0.4982,66.1S,76.5E,0,188,,
03207,-651 January 21,12:14:48,19430,-32788,69,P,1.5007,0.0881,63.4N,42.7E,0,145,,
03208,-651 June 18,14:02:56,19424,-32783,36,P,1.1432,0.7194,66.7N,133.3W,0,358,,
03209,-651 December 12,14:29:02,19416,-32777,41,T,-0.5747,1.0432,58.2S,41.9E,55,2,177,03m03s
03210,-650 June 7,14:42:20,19408,-32771,46,A,0.3893,0.9512,45.0N,36.3E,67,175,194,05m12s
03211,-650 December 2,05:52:53,19401,-32765,51,Tm,0.0911,1.0282,16.1S,171.4E,85,185,96,02m47s
03212,-649 May 27,18:08:21,19393,-32759,56,A,-0.3902,0.9884,2.9S,10.5W,67,353,44,01m25s
03213,-649 November 21,17:17:39,19385,-32753,61,A,0.8092,0.969,34.9N,8.1E,36,191,189,03m11s
03214,-648 April 16,20:56:38,19379,-32748,28,P,1.4199,0.2128,71.2N,166.6W,0,66,,
03215,-648 May 16,04:43:15,19378,-32747,66,P,-1.1279,0.7675,69.6S,138.6W,0,328,,
03216,-648 October 11,02:49:02,19371,-32742,33,P,-1.4896,0.1352,71.7S,112.6E,0,104,,
03217,-648 November 9,21:32:17,19370,-32741,71,P,1.5487,0.0338,70.0N,25.0W,0,219,,
03218,-647 April 6,13:53:47,19364,-32736,38,T,0.6898,1.0689,44.8N,35.8E,46,155,308,05m02s
03219,-647 September 30,02:28:46,19356,-32730,43,A,-0.7927,0.9332,49.2S,160.1W,37,28,405,06m26s
03220,-646 March 27,05:32:40,19349,-32724,48,T,-0.0399,1.0356,2.6S,179.8W,88,342,120,03m29s
03221,-646 September 19,07:51:54,19341,-32718,53,A,-0.0485,0.9916,1.9N,141.0E,87,18,30,00m55s
03222,-645 March 16,15:28:41,19333,-32712,58,A,-0.8244,0.9699,56.3S,58.2E,34,327,190,02m29s
03223,-645 September 8,20:26:44,19326,-32706,63,T,0.6603,1.0412,47.9N,30.0W,48,205,183,03m06s
03224,-644 February 4,00:46:17,19319,-32701,30,P,1.3757,0.3236,69.2N,134.5W,0,154,,
03225,-644 July 30,04:25:23,19312,-32695,35,P,-1.2375,0.5622,68.4S,176.7E,0,17,,
03226,-644 August 28,12:43:01,19310,-32694,73,P,1.3365,0.3729,70.6N,161.1W,0,310,,
03227,-643 January 23,02:02:02,19304,-32689,40,A,0.6456,0.9515,19.1N,129.9W,50,175,232,06m02s
03228,-643 July 19,17:48:48,19297,-32683,45,H,-0.5348,1.008,9.9S,7.9W,58,2,33,00m54s
03229,-642 January 12,10:05:24,19289,-32677,50,H,-0.0912,1.0075,28.2S,112.2E,85,359,26,00m45s
03230,-642 July 9,00:21:38,19281,-32671,55,A,0.2331,0.9618,37.2N,106.1W,76,178,143,04m14s
03231,-641 January 2,00:07:37,19274,-32665,60,T,-0.7666,1.0394,73.8S,109.0W,40,11,207,02m26s
03232,-641 June 28,01:18:35,19266,-32659,65,A+,0.9992,0.9632,65.3N,76.1E,0,15,-,-
03233,-641 November 23,04:20:11,19260,-32654,32,P,1.2934,0.458,62.6N,119.3W,0,225,,
03234,-641 December 22,15:53:17,19258,-32653,70,P,-1.4287,0.2039,65.1S,138.5W,0,163,,
03235,-640 May 17,15:57:53,19252,-32648,37,P,-1.0082,0.9746,62.3S,71.5E,0,311,,
03236,-640 November 11,13:55:10,19244,-32642,42,A,0.6536,0.9563,21.7N,64.8E,49,204,206,04m43s
03237,-639 May 7,04:23:33,19237,-32636,47,T,-0.202,1.058,3.9N,162.5W,78,336,195,05m10s
03238,-639 October 31,16:12:24,19229,-32630,52,A,-0.0302,0.9222,13.9S,13.3E,88,25,294,09m12s
03239,-638 April 26,21:09:26,19222,-32624,57,T,0.5412,1.0768,39.7N,76.6W,57,145,293,05m26s
03240,-638 October 20,15:16:38,19214,-32618,62,A,-0.7109,0.923,46.3S,0.8W,44,42,405,07m08s
03241,-637 March 18,04:23:10,19208,-32613,29,P,-1.321,0.4076,60.7S,65.7W,0,262,,
03242,-637 April 16,13:38:29,19206,-32612,67,P,1.297,0.4499,61.0N,47.8W,0,75,,
03243,-637 September 10,05:46:18,19200,-32607,34,P,1.4247,0.2194,61.1N,81.9W,0,287,,
03244,-637 October 9,18:46:43,19199,-32606,72,P,-1.3641,0.3361,60.7S,120.3W,0,98,,
03245,-636 March 6,12:08:54,19193,-32601,39,A,-0.6238,0.9571,41.2S,104.5E,51,322,196,03m54s
03246,-636 August 29,19:55:51,19185,-32595,44,T,0.6733,1.0528,48.3N,12.1W,47,220,234,03m36s
03247,-635 February 23,13:13:23,19177,-32589,49,A,0.1032,0.9326,7.0S,63.3E,84,154,253,08m05s
03248,-635 August 19,12:30:05,19170,-32583,54,T,-0.0345,1.06,13.7N,72.2E,88,25,197,05m08s
03249,-634 February 12,13:45:47,19162,-32577,59,A,0.8144,0.9438,34.2N,34.9E,35,152,348,05m55s
03250,-634 August 9,02:45:29,19155,-32571,64,T,-0.788,1.0117,30.5S,159.8W,38,23,64,01m05s
03251,-633 January 3,08:23:21,19148,-32566,31,P,-1.2746,0.4922,65.0S,64.1W,0,198,,
03252,-633 February 1,20:22:42,19147,-32565,69,P,1.4748,0.1322,62.6N,89.8W,0,135,,
03253,-633 June 29,20:31:44,19141,-32560,36,P,1.227,0.5745,65.7N,117.9E,0,348,,
03254,-633 December 23,23:19:32,19133,-32554,41,T,-0.5777,1.0448,59.1S,85.2W,54,353,184,03m08s
03255,-632 June 17,21:04:47,19126,-32548,46,A,0.4762,0.9509,51.9N,57.6W,61,181,205,04m53s
03256,-632 December 12,14:40:33,19118,-32542,51,T,0.0904,1.0267,17.8S,39.0E,85,181,91,02m39s
03257,-631 June 7,00:52:54,19110,-32536,56,A,-0.3066,0.992,4.1N,114.5W,72,357,30,00m59s
03258,-631 December 2,01:48:06,19103,-32530,61,A,0.8116,0.9662,33.0N,124.0W,35,186,209,03m35s
03259,-630 April 28,04:23:58,19097,-32525,28,Pe,1.4832,0.0901,70.7N,67.0E,0,53,,
03260,-630 May 27,11:55:19,19095,-32524,66,P,-1.0497,0.9162,68.7S,100.2E,0,340,,
03261,-630 October 22,10:37:57,19089,-32519,33,P,-1.5039,0.1124,71.3S,19.8W,0,118,,
03262,-630 November 21,05:39:10,19088,-32518,71,P,1.5478,0.0364,69.1N,160.3W,0,206,,
03263,-629 April 17,21:30:12,19081,-32513,38,T,0.7547,1.0689,53.8N,85.0W,41,151,341,04m42s
03264,-629 October 11,10:19:51,19074,-32507,43,A,-0.8096,0.9323,54.8S,77.1E,36,32,428,06m08s
03265,-628 April 6,13:01:12,19066,-32501,48,T,0.0221,1.0349,5.0N,64.7E,89,163,118,03m26s
03266,-628 September 29,15:59:34,19059,-32495,53,A,-0.0702,0.9919,3.8S,16.7E,86,18,29,00m52s
03267,-627 March 26,22:38:48,19051,-32489,58,A,-0.7674,0.9709,47.5S,57.6W,40,333,161,02m38s
03268,-627 September 19,04:44:18,19044,-32483,63,T,0.6314,1.0405,41.5N,157.7W,51,204,174,03m11s
03269,-626 February 14,08:09:05,19037,-32478,30,P,1.4103,0.2648,70.1N,101.1E,0,141,,
03270,-626 March 16,01:05:55,19036,-32477,68,Pb,-1.5403,0.0422,71.6S,9.7W,0,255,,
03271,-626 August 10,12:11:00,19030,-32472,35,P,-1.2917,0.4591,69.3S,47.2E,0,28,,
03272,-626 September 8,20:55:06,19028,-32471,73,P,1.3038,0.4357,71.2N,61.3E,0,297,,
03273,-625 February 3,09:52:04,19022,-32466,40,A,0.6684,0.9567,23.0N,108.9E,48,170,211,05m09s
03274,-625 July 31,01:05:12,19015,-32460,45,H,-0.5995,1.0011,16.1S,120.5W,53,6,5,00m07s
03275,-624 January 23,18:26:58,19007,-32454,50,H,-0.0754,1.0131,25.5S,13.1W,86,354,45,01m18s
03276,-624 July 19,07:04:44,18999,-32448,55,A,0.1591,0.9575,31.8N,153.6E,81,182,157,04m59s
03277,-623 January 12,08:47:53,18992,-32442,60,T,-0.7552,1.0428,72.1S,133.7E,41,356,220,02m41s
03278,-623 July 8,07:46:48,18984,-32436,65,A,0.9182,0.9375,87.9N,35.2E,23,72,599,04m17s
03279,-623 December 3,13:04:26,18978,-32431,32,P,1.2971,0.4513,63.5N,99.2E,0,215,,
03280,-622 January 2,00:37:29,18977,-32430,70,P,-1.4255,0.2098,66.2S,79.0E,0,173,,
03281,-622 May 28,22:51:36,18971,-32425,37,P,-1.0834,0.8397,63.0S,42.4W,0,320,,
03282,-622 November 22,22:16:40,18963,-32419,42,A,0.658,0.953,19.8N,63.7W,49,200,224,05m19s
03283,-621 May 18,11:42:11,18955,-32413,47,T,-0.2765,1.0613,2.7N,87.3E,74,339,209,05m34s
03284,-621 November 12,00:12:30,18948,-32407,52,A,-0.023,0.9202,17.3S,107.6W,89,22,302,09m40s
03285,-620 May 7,04:37:21,18940,-32401,57,T,0.4686,1.0787,39.7N,173.3E,62,149,286,05m40s
03286,-620 October 30,23:15:34,18933,-32395,62,A,-0.6996,0.923,50.0S,121.8W,45,42,400,06m58s
03287,-619 March 28,11:51:15,18927,-32390,29,P,-1.3825,0.295,60.7S,172.4E,0,270,,
03288,-619 April 26,21:00:49,18925,-32389,67,P,1.2323,0.5722,61.4N,168.4W,0,66,,
03289,-619 September 20,13:53:27,18919,-32384,34,P,1.4468,0.1791,60.9N,146.3E,0,278,,
03290,-619 October 20,03:02:09,18918,-32383,72,P,-1.3482,0.3637,60.9S,106.0E,0,107,,
03291,-618 March 17,19:18:06,18911,-32378,39,A,-0.6821,0.9567,40.5S,2.0W,47,321,211,03m57s
03292,-618 September 10,04:09:08,18904,-32372,44,T,0.7056,1.0503,45.9N,135.3W,45,222,232,03m28s
03293,-617 March 6,20:17:43,18896,-32366,49,A,0.0513,0.9357,5.7S,43.3W,87,152,240,07m30s
03294,-617 August 30,20:32:31,18889,-32360,54,Tm,0.007,1.0551,12.3N,48.9W,90,202,182,04m39s
03295,-616 February 23,21:12:39,18881,-32354,59,A,0.7725,0.9501,33.0N,79.0W,39,149,280,05m06s
03296,-616 August 19,10:22:40,18874,-32348,64,H,-0.7411,1.0062,28.6S,83.6E,42,26,31,00m34s
03297,-615 January 13,16:55:37,18868,-32343,31,P,-1.282,0.4784,64.1S,156.8E,0,208,,
03298,-615 February 12,04:23:39,18866,-32342,69,P,1.4425,0.1884,61.9N,139.7E,0,126,,
03299,-615 July 10,03:04:02,18860,-32337,36,P,1.307,0.4372,64.7N,8.7E,0,338,,
03300,-615 August 8,17:45:17,18859,-32336,74,Pb,-1.5409,0.0314,62.5S,57.0W,0,47,,
03301,-614 January 3,08:06:45,18852,-32331,41,T,-0.5839,1.0467,58.9S,148.7E,54,345,192,03m13s
03302,-614 June 29,03:31:25,18845,-32325,46,A,0.5597,0.9503,57.8N,149.8W,56,189,221,04m37s
03303,-614 December 23,23:25:35,18837,-32319,51,T,0.088,1.0256,18.8S,92.5W,85,176,87,02m32s
03304,-613 June 18,07:41:22,18830,-32313,56,A,-0.225,0.9951,10.3N,141.4E,77,1,18,00m35s
03305,-613 December 13,10:16:03,18822,-32307,61,A,0.8129,0.9638,31.7N,104.6E,35,181,225,03m55s
03306,-612 June 6,19:08:18,18815,-32301,66,T,-0.9713,1.0379,54.8S,24.4W,13,354,558,02m52s
03307,-612 November 1,18:32:05,18809,-32296,33,P,-1.5137,0.097,70.7S,153.0W,0,132,,
03308,-612 December 1,13:45:29,18807,-32295,71,P,1.5469,0.0388,68.1N,65.1E,0,194,,
03309,-611 April 28,05:01:51,18801,-32290,38,T,0.8234,1.0678,63.6N,152.8E,34,145,390,04m16s
03310,-611 October 21,18:18:09,18794,-32284,43,A,-0.821,0.9322,60.1S,46.9W,34,34,443,05m50s
03311,-610 April 17,20:23:07,18786,-32278,48,T,0.0887,1.0336,12.9N,49.2W,85,163,114,03m18s
03312,-610 October 11,00:15:52,18779,-32272,53,A,-0.0856,0.9925,9.1S,109.5W,85,18,27,00m48s
03313,-609 April 7,05:39:06,18771,-32266,58,A,-0.7033,0.9715,38.6S,169.7W,45,337,142,02m49s
03314,-609 September 30,13:10:06,18764,-32260,63,T,0.6092,1.0398,35.6N,72.5E,52,202,167,03m16s
03315,-608 February 25,15:21:51,18757,-32255,30,P,1.4526,0.1925,70.8N,21.3W,0,128,,
03316,-608 March 26,07:53:16,18756,-32254,68,P,-1.4781,0.1467,71.8S,126.7W,0,268,,
03317,-608 August 20,20:03:46,18750,-32249,35,P,-1.3392,0.3698,70.2S,84.6W,0,41,,
03318,-608 September 19,05:15:43,18748,-32248,73,P,1.2786,0.4838,71.6N,78.9W,0,283,,
03319,-607 February 13,17:32:25,18742,-32243,40,A,0.6995,0.962,28.1N,10.4W,45,166,191,04m14s
03320,-607 August 10,08:28:22,18735,-32237,45,A,-0.6572,0.994,22.6S,124.5E,49,10,28,00m39s
03321,-606 February 3,02:41:26,18727,-32231,50,T,-0.0533,1.019,21.7S,137.2W,87,351,65,01m53s
